연도,분기,행정동_코드,행정동_코드_명,유사_업종_점포_수,개업_점포_수,폐업_점포_수,프랜차이즈_점포_수
2020,2,11380552,갈현2동,1443,54,43,140
2020,2,11380560,구산동,850,32,24,73
2020,2,11380570,대조동,2220,98,58,184
2020,2,11380580,응암1동,1383,56,34,149
2020,2,11380590,응암2동,584,31,7,41
2020,2,11380600,응암3동,1501,56,35,114
2020,2,11380625,역촌동,1970,60,38,173
2020,2,11380631,신사1동,965,39,24,72
2020,2,11380632,신사2동,559,22,8,36
2020,2,11380640,증산동,654,19,8,47
2020,2,11380650,수색동,402,13,11,23
2020,2,11380690,진관동,1955,84,37,284
2020,2,11410520,천연동,635,21,12,54
2020,2,11410555,북아현동,688,20,9,60
2020,2,11410565,충현동,1192,38,24,111
2020,2,11410585,신촌동,3812,147,104,526
2020,2,11410615,연희동,1908,67,33,132
2020,2,11410620,홍제1동,783,26,19,85
2020,2,11410640,홍제3동,831,23,16,68
2020,2,11410655,홍제2동,430,12,9,43
2020,2,11410660,홍은1동,678,29,18,51
2020,2,11410685,홍은2동,868,12,15,95
2020,2,11410690,남가좌1동,591,13,14,43
2020,2,11410700,남가좌2동,1155,45,23,123
2020,2,11410710,북가좌1동,454,19,8,54
2020,2,11410720,북가좌2동,1130,40,30,110
2020,2,11440555,아현동,1280,54,25,115
2020,2,11440565,공덕동,1890,67,34,140
2020,2,11440585,도화동,1486,47,17,142
2020,2,11440590,용강동,1673,48,35,138
2020,2,11440600,대흥동,1327,53,40,138
2020,2,11440610,염리동,665,29,13,67
2020,2,11440630,신수동,982,35,22,62
2020,2,11440655,서강동,1627,71,46,136
2020,2,11440660,서교동,7876,269,256,743
2020,2,11440680,합정동,1875,79,42,144
2020,2,11440690,망원1동,1443,66,32,91
2020,2,11440700,망원2동,1116,31,20,80
2020,2,11440710,연남동,1885,108,63,79
2020,2,11440720,성산1동,1107,47,27,83
2020,2,11440730,성산2동,1457,51,19,136
2020,2,11440740,상암동,1852,77,59,283
2020,2,11470510,목1동,2768,85,58,336
2020,2,11470520,목2동,1023,45,26,74
2020,2,11470530,목3동,1087,39,28,96
2020,2,11470540,목4동,1157,43,31,105
2020,2,11470550,목5동,1587,40,33,177
2020,2,11470560,신월1동,1118,65,33,58
2020,2,11470570,신월2동,649,20,15,47
2020,2,11470580,신월3동,578,21,8,46
2020,2,11470590,신월4동,708,24,18,58
2020,2,11470600,신월5동,661,17,9,64
2020,2,11470610,신월6동,430,59,8,31
2020,2,11470611,신월7동,733,31,22,61
2020,2,11470620,신정1동,1042,34,29,88
2020,2,11470630,신정2동,928,31,21,91
2020,2,11470640,신정3동,1098,35,18,115
2020,2,11470650,신정4동,2330,89,58,181
2020,2,11470670,신정6동,670,20,11,68
2020,2,11470680,신정7동,812,22,13,111
2020,2,11500510,염창동,1424,39,19,178
2020,2,11500520,등촌1동,1314,49,30,153
2020,2,11500530,등촌2동,552,28,9,49
2020,2,11500535,등촌3동,1889,65,58,221
2020,2,11500540,화곡1동,2356,113,52,216
2020,2,11500550,화곡2동,595,28,21,29
2020,2,11500560,화곡3동,1002,35,23,124
2020,2,11500570,화곡4동,1114,36,27,97
2020,2,11500590,화곡본동,1176,56,29,96
2020,2,11500591,화곡6동,1335,53,39,142
2020,2,11500593,화곡8동,1035,33,21,80
2020,2,11500603,가양1동,4193,225,119,514
2020,2,11500604,가양2동,433,11,10,55
2020,2,11500605,가양3동,381,13,2,43
2020,2,11500611,발산1동,3016,183,43,232
2020,2,11500615,우장산동,1364,61,38,122
2020,2,11500620,공항동,1404,67,36,139
2020,2,11500630,방화1동,1924,79,40,214
2020,2,11500640,방화2동,1606,60,34,148
2020,2,11500641,방화3동,539,21,11,52
2020,2,11530510,신도림동,1763,44,25,201
2020,2,11530520,구로1동,557,15,10,58
2020,2,11530530,구로2동,5028,93,58,126
2020,2,11530540,구로3동,3716,123,68,413
2020,2,11530550,구로4동,1601,50,32,92
2020,2,11530560,구로5동,2704,86,43,199
2020,2,11530595,가리봉동,802,24,15,27
2020,2,11530720,고척1동,1302,35,21,148
2020,2,11530730,고척2동,1027,25,16,67
2020,2,11530740,개봉1동,1289,48,18,107
2020,2,11530750,개봉2동,835,26,11,92
2020,2,11530760,개봉3동,724,30,22,62
2020,2,11530770,오류1동,904,26,20,72
2020,2,11530780,오류2동,1080,40,21,118
2020,2,11530790,수궁동,728,31,14,58
2020,2,11530800,항동,203,24,2,27
2020,2,11545510,가산동,7410,257,123,569
2020,2,11545610,독산1동,2440,100,48,223
2020,2,11545620,독산2동,738,22,20,56
2020,2,11545630,독산3동,1330,38,36,83
2020,2,11545640,독산4동,676,27,17,60
2020,2,11545670,시흥1동,2216,84,55,216
2020,2,11545680,시흥2동,394,17,7,35
2020,2,11545690,시흥3동,1010,18,9,31
2020,2,11545700,시흥4동,481,14,6,36
2020,2,11545710,시흥5동,801,20,9,70
2020,2,11560515,영등포본동,1480,55,26,125
2020,2,11560535,영등포동,4104,129,86,381
2020,2,11560540,여의동,5191,177,118,564
2020,2,11560550,당산1동,2332,99,51,145
2020,2,11560560,당산2동,1768,51,32,194
2020,2,11560585,도림동,702,20,16,40
2020,2,11560605,문래동,2610,96,48,228
2020,2,11560610,양평1동,1214,55,20,100
2020,2,11560620,양평2동,1481,54,25,130
2020,2,11560630,신길1동,857,22,21,62
2020,2,11560650,신길3동,722,31,24,47
2020,2,11560660,신길4동,320,8,2,32
2020,2,11560670,신길5동,330,14,7,29
2020,2,11560680,신길6동,976,40,25,75
2020,2,11560690,신길7동,524,15,10,54
2020,2,11560700,대림1동,794,26,21,64
2020,2,11560710,대림2동,1181,49,35,47
2020,2,11560720,대림3동,1533,62,26,77
2020,2,11590510,노량진1동,1661,51,60,212
2020,2,11590520,노량진2동,1652,140,80,57
2020,2,11590530,상도1동,1519,48,35,225
2020,2,11590540,상도2동,1167,39,26,127
2020,2,11590550,상도3동,753,23,14,52
2020,2,11590560,상도4동,765,27,17,79
2020,2,11590605,흑석동,1342,46,26,167
2020,2,11590620,사당1동,1458,56,33,131
2020,2,11590630,사당2동,1511,42,34,167
2020,2,11590640,사당3동,723,25,20,64
2020,2,11590650,사당4동,548,18,14,51
2020,2,11590651,사당5동,355,12,7,37
2020,2,11590660,대방동,1431,42,19,154
2020,2,11590670,신대방1동,832,28,23,61
2020,2,11590680,신대방2동,988,33,16,124
2020,2,11620525,보라매동,1278,37,21,101
2020,2,11620545,청림동,380,22,4,33
2020,2,11620565,성현동,607,26,11,52
2020,2,11620575,행운동,1275,36,28,127
2020,2,11620585,낙성대동,1236,52,33,161
2020,2,11620595,청룡동,1729,96,42,182
2020,2,11620605,은천동,1203,49,31,116
2020,2,11620615,중앙동,891,40,19,98
2020,2,11620625,인헌동,932,31,27,93
2020,2,11620630,남현동,800,27,19,96
2020,2,11620645,서원동,1264,55,45,205
2020,2,11620655,신원동,719,42,21,42
2020,2,11620665,서림동,731,33,16,62
2020,2,11620685,신사동,1116,52,33,87
2020,2,11620695,신림동,1696,84,75,167
2020,2,11620715,난향동,284,14,6,20
2020,2,11620725,조원동,1249,49,29,96
2020,2,11620735,대학동,1250,52,25,140
2020,2,11620745,삼성동,655,15,11,23
2020,2,11620765,미성동,1106,34,27,97
2020,2,11620775,난곡동,628,18,18,62
2020,2,11650510,서초1동,2964,65,37,201
2020,2,11650520,서초2동,3535,110,63,226
2020,2,11650530,서초3동,6597,234,101,356
2020,2,11650531,서초4동,3149,84,62,246
2020,2,11650540,잠원동,1967,60,44,133
2020,2,11650550,반포본동,602,15,12,37
2020,2,11650560,반포1동,1665,56,45,135
2020,2,11650570,반포2동,360,5,6,22
2020,2,11650580,반포3동,1164,40,18,76
2020,2,11650581,반포4동,3326,74,36,284
2020,2,11650590,방배본동,1387,44,22,97
2020,2,11650600,방배1동,1318,34,26,141
2020,2,11650610,방배2동,1376,42,40,121
2020,2,11650620,방배3동,735,16,10,54
2020,2,11650621,방배4동,1825,54,25,107
2020,2,11650651,양재1동,2692,77,39,224
2020,2,11650652,양재2동,3523,83,75,201
2020,2,11650660,내곡동,904,21,9,38
2020,2,11680510,신사동,3948,130,84,286
2020,2,11680521,논현1동,4186,156,116,296
2020,2,11680531,논현2동,4308,178,103,329
2020,2,11680545,압구정동,4052,134,97,229
2020,2,11680565,청담동,4223,124,88,196
2020,2,11680580,삼성1동,3498,137,65,284
2020,2,11680590,삼성2동,2815,81,57,219
2020,2,11680600,대치1동,1160,27,18,125
2020,2,11680610,대치2동,3081,91,53,235
2020,2,11680630,대치4동,3772,131,94,376
2020,2,11680640,역삼1동,11309,428,280,965
2020,2,11680650,역삼2동,3016,110,58,195
2020,2,11680655,도곡1동,1300,33,27,102
2020,2,11680656,도곡2동,1492,45,25,97
2020,2,11680660,개포1동,186,7,1,5
2020,2,11680670,개포2동,771,26,13,60
2020,2,11680690,개포4동,1396,28,14,80
2020,2,11680700,세곡동,1224,51,20,144
2020,2,11680720,일원본동,453,8,6,38
2020,2,11680730,일원1동,736,12,11,83
2020,2,11680740,일원2동,447,12,8,36
2020,2,11680750,수서동,864,19,8,109
2020,2,11710510,풍납1동,529,14,14,39
2020,2,11710520,풍납2동,907,27,15,75
2020,2,11710531,거여1동,621,21,10,47
2020,2,11710532,거여2동,644,21,14,62
2020,2,11710540,마천1동,678,25,11,44
2020,2,11710550,마천2동,956,34,19,67
2020,2,11710561,방이1동,1149,38,32,112
2020,2,11710562,방이2동,2487,121,53,208
2020,2,11710566,오륜동,475,9,10,45
2020,2,11710570,오금동,1751,39,28,122
2020,2,11710580,송파1동,1790,75,43,152
2020,2,11710590,송파2동,873,29,14,85
2020,2,11710600,석촌동,2434,126,72,222
2020,2,11710610,삼전동,1652,64,43,153
2020,2,11710620,가락본동,2590,80,67,225
2020,2,11710631,가락1동,3565,47,19,61
2020,2,11710632,가락2동,1547,39,24,131
2020,2,11710641,문정1동,1152,37,31,72
2020,2,11710642,문정2동,5671,203,94,476
2020,2,11710646,장지동,1016,27,33,79
2020,2,11710647,위례동,774,42,24,141
2020,2,11710650,잠실본동,2898,112,82,351
2020,2,11710670,잠실2동,903,30,24,96
2020,2,11710680,잠실3동,1767,37,31,154
2020,2,11710690,잠실4동,404,14,8,43
2020,2,11710710,잠실6동,1880,52,31,216
2020,2,11710720,잠실7동,205,6,1,13
2020,2,11740515,강일동,677,22,15,88
2020,2,11740520,상일동,759,73,11,69
2020,2,11740530,명일1동,1439,45,35,153
2020,2,11740540,명일2동,1043,31,21,133
2020,2,11740550,고덕1동,591,23,9,63
2020,2,11740560,고덕2동,676,49,22,52
2020,2,11740570,암사1동,1383,53,29,107
2020,2,11740580,암사2동,673,33,18,66
2020,2,11740590,암사3동,513,24,10,46
2020,2,11740600,천호1동,1070,42,34,110
2020,2,11740610,천호2동,3208,104,80,261
2020,2,11740620,천호3동,1519,61,59,127
2020,2,11740640,성내1동,1266,49,41,121
2020,2,11740650,성내2동,1445,49,39,116
2020,2,11740660,성내3동,1950,69,49,149
2020,2,11740685,길동,2860,108,74,248
2020,2,11740690,둔촌1동,32,0,0,3
2020,2,11740700,둔촌2동,1138,44,30,87
2020,3,11110515,청운효자동,816,26,24,23
2020,3,11110530,사직동,2698,74,57,186
2020,3,11110540,삼청동,680,10,15,48
2020,3,11110550,부암동,468,13,7,33
2020,3,11110560,평창동,671,14,7,34
2020,3,11110570,무악동,194,7,4,23
2020,3,11110580,교남동,368,9,16,60
2020,3,11110600,가회동,596,19,12,51
2020,3,11110615,종로1·2·3·4가동,10540,231,246,569
2020,3,11110630,종로5·6가동,1985,55,49,92
2020,3,11110640,이화동,787,24,25,133
2020,3,11110650,혜화동,1466,31,41,201
2020,3,11110670,창신1동,1855,59,39,52
2020,3,11110680,창신2동,406,21,13,22
2020,3,11110690,창신3동,181,4,3,20
2020,3,11110700,숭인1동,292,15,7,30
2020,3,11110710,숭인2동,930,27,22,70
2020,3,11140520,소공동,3007,49,76,245
2020,3,11140540,회현동,5437,97,135,234
2020,3,11140550,명동,4651,78,134,529
2020,3,11140570,필동,1206,32,48,132
2020,3,11140580,장충동,529,10,11,34
2020,3,11140590,광희동,5776,88,185,266
2020,3,11140605,을지로동,2849,75,65,114
2020,3,11140615,신당동,11987,306,351,122
2020,3,11140625,다산동,869,28,19,77
2020,3,11140635,약수동,700,12,9,65
2020,3,11140645,청구동,542,14,8,38
2020,3,11140650,신당5동,736,28,27,49
2020,3,11140665,동화동,560,20,10,41
2020,3,11140670,황학동,1405,33,20,76
2020,3,11140680,중림동,711,16,17,69
2020,3,11170510,후암동,811,27,21,47
2020,3,11170520,용산2가동,585,34,20,42
2020,3,11170530,남영동,1287,36,42,159
2020,3,11170555,청파동,1209,37,30,142
2020,3,11170560,원효로1동,1692,34,40,81
2020,3,11170570,원효로2동,938,23,10,38
2020,3,11170580,효창동,355,19,4,28
2020,3,11170590,용문동,538,13,8,37
2020,3,11170625,한강로동,4970,170,102,313
2020,3,11170630,이촌1동,861,20,18,73
2020,3,11170640,이촌2동,290,8,3,20
2020,3,11170650,이태원1동,1602,46,48,85
2020,3,11170660,이태원2동,788,18,33,38
2020,3,11170685,한남동,2245,78,46,127
2020,3,11170690,서빙고동,376,11,7,26
2020,3,11170700,보광동,755,22,22,38
2020,3,11200520,왕십리2동,525,15,15,57
2020,3,11200535,왕십리도선동,1863,85,68,174
2020,3,11200540,마장동,2364,38,35,58
2020,3,11200550,사근동,902,31,32,192
2020,3,11200560,행당1동,1197,26,30,143
2020,3,11200570,행당2동,530,14,15,61
2020,3,11200580,응봉동,298,12,10,21
2020,3,11200590,금호1가동,451,12,13,43
2020,3,11200615,금호2·3가동,861,27,19,69
2020,3,11200620,금호4가동,566,26,9,56
2020,3,11200645,옥수동,859,27,18,76
2020,3,11200650,성수1가1동,1023,36,22,67
2020,3,11200660,성수1가2동,1716,77,41,114
2020,3,11200670,성수2가1동,1480,48,40,105
2020,3,11200690,성수2가3동,2868,112,66,200
2020,3,11200720,송정동,446,10,10,15
2020,3,11200790,용답동,1284,43,43,73
2020,3,11215710,화양동,2313,81,72,368
2020,3,11215730,군자동,1279,44,31,124
2020,3,11215740,중곡1동,1149,33,26,70
2020,3,11215750,중곡2동,1166,45,30,86
2020,3,11215760,중곡3동,902,32,26,64
2020,3,11215770,중곡4동,1074,35,31,67
2020,3,11215780,능동,646,23,20,67
2020,3,11215810,광장동,1127,41,33,104
2020,3,11215820,자양1동,1325,34,42,120
2020,3,11215830,자양2동,1063,25,21,88
2020,3,11215840,자양3동,1345,47,24,142
2020,3,11215847,자양4동,1547,35,45,123
2020,3,11215850,구의1동,1496,51,38,131
2020,3,11215860,구의2동,973,26,21,85
2020,3,11215870,구의3동,2558,72,68,217
2020,3,11230536,용신동,2711,90,56,188
2020,3,11230545,제기동,3190,70,56,69
2020,3,11230560,전농1동,2015,68,47,185
2020,3,11230570,전농2동,628,15,13,78
2020,3,11230600,답십리1동,1171,35,23,89
2020,3,11230610,답십리2동,1669,45,28,82
2020,3,11230650,장안1동,2736,75,71,191
2020,3,11230660,장안2동,2205,100,59,240
2020,3,11230705,청량리동,1138,29,22,58
2020,3,11230710,회기동,986,24,27,144
2020,3,11230720,휘경1동,716,19,23,81
2020,3,11230730,휘경2동,579,27,20,59
2020,3,11230740,이문1동,963,20,29,108
2020,3,11230750,이문2동,497,25,12,40
2020,3,11260520,면목2동,1129,37,29,63
2020,3,11260540,면목4동,605,21,17,39
2020,3,11260550,면목5동,443,27,7,32
2020,3,11260565,면목본동,1647,60,42,117
2020,3,11260570,면목7동,1008,35,25,55
2020,3,11260575,면목3·8동,1427,51,37,118
2020,3,11260580,상봉1동,885,17,16,91
2020,3,11260590,상봉2동,1578,67,50,150
2020,3,11260600,중화1동,635,19,12,43
2020,3,11260610,중화2동,1311,55,37,98
2020,3,11260620,묵1동,1132,53,37,111
2020,3,11260630,묵2동,936,31,26,59
2020,3,11260655,망우본동,1802,55,52,157
2020,3,11260660,망우3동,561,13,13,39
2020,3,11260680,신내1동,1238,40,26,136
2020,3,11260690,신내2동,732,27,12,91
2020,3,11290525,성북동,989,23,14,66
2020,3,11290555,삼선동,1457,43,31,100
2020,3,11290575,동선동,1874,72,69,248
2020,3,11290580,돈암1동,379,8,7,24
2020,3,11290590,돈암2동,449,9,15,37
2020,3,11290600,안암동,1094,31,39,182
2020,3,11290610,보문동,737,29,28,60
2020,3,11290620,정릉1동,585,14,16,54
2020,3,11290630,정릉2동,663,24,12,65
2020,3,11290640,정릉3동,497,23,19,59
2020,3,11290650,정릉4동,725,17,14,72
2020,3,11290660,길음1동,897,38,26,107
2020,3,11290685,길음2동,1087,49,19,108
2020,3,11290705,종암동,1376,36,31,133
2020,3,11290715,월곡1동,888,22,17,80
2020,3,11290725,월곡2동,1098,41,27,129
2020,3,11290760,장위1동,636,21,11,38
2020,3,11290770,장위2동,729,26,20,32
2020,3,11290780,장위3동,465,19,8,37
2020,3,11290810,석관동,1421,37,29,125
2020,3,11305534,삼양동,688,25,19,60
2020,3,11305535,미아동,1253,56,50,102
2020,3,11305545,송중동,1810,51,48,192
2020,3,11305555,송천동,1416,51,32,125
2020,3,11305575,삼각산동,735,29,19,77
2020,3,11305595,번1동,1367,40,37,112
2020,3,11305603,번2동,336,9,7,20
2020,3,11305608,번3동,401,18,9,53
2020,3,11305615,수유1동,1074,37,31,54
2020,3,11305625,수유2동,856,35,18,56
2020,3,11305635,수유3동,2095,85,112,195
2020,3,11305645,우이동,817,35,24,63
2020,3,11305660,인수동,1032,35,27,73
2020,3,11320511,창1동,783,22,22,75
2020,3,11320512,창2동,904,25,25,65
2020,3,11320513,창3동,618,21,19,32
2020,3,11320514,창4동,977,29,24,93
2020,3,11320515,창5동,1128,24,32,132
2020,3,11320521,도봉1동,1142,28,17,93
2020,3,11320522,도봉2동,909,25,24,46
2020,3,11320660,쌍문1동,567,16,7,48
2020,3,11320670,쌍문2동,924,43,33,91
2020,3,11320680,쌍문3동,744,26,19,62
2020,3,11320681,쌍문4동,437,6,11,45
2020,3,11320690,방학1동,1828,64,51,183
2020,3,11320700,방학2동,780,28,26,42
2020,3,11320710,방학3동,537,22,10,42
2020,3,11350560,월계1동,1075,36,30,145
2020,3,11350570,월계2동,514,12,10,42
2020,3,11350580,월계3동,712,19,12,76
2020,3,11350595,공릉1동,2128,74,54,191
2020,3,11350600,공릉2동,1387,48,46,194
2020,3,11350611,하계1동,885,29,29,97
2020,3,11350612,하계2동,292,13,3,21
2020,3,11350619,중계본동,1167,22,26,96
2020,3,11350621,중계1동,991,35,26,140
2020,3,11350624,중계4동,848,27,22,89
2020,3,11350625,중계2·3동,1230,34,29,123
2020,3,11350630,상계1동,1528,38,31,145
2020,3,11350640,상계2동,2714,82,74,277
2020,3,11350665,상계3·4동,863,36,21,46
2020,3,11350670,상계5동,1231,48,26,76
2020,3,11350695,상계6·7동,1536,49,40,175
2020,3,11350700,상계8동,419,13,8,38
2020,3,11350710,상계9동,451,12,9,42
2020,3,11350720,상계10동,318,10,10,24
2020,3,11380510,녹번동,1313,58,30,102
2020,3,11380520,불광1동,1362,54,30,137
2020,3,11380530,불광2동,1072,30,28,54
2020,3,11380551,갈현1동,1319,57,43,134
2020,3,11380552,갈현2동,1458,46,44,147
2020,3,11380560,구산동,870,37,25,75
2020,3,11380570,대조동,2239,77,76,192
2020,3,11380580,응암1동,1413,47,21,160
2020,3,11380590,응암2동,606,32,15,43
2020,3,11380600,응암3동,1519,44,42,117
2020,3,11380625,역촌동,1990,56,56,176
2020,3,11380631,신사1동,997,38,16,79
2020,3,11380632,신사2동,562,20,18,35
2020,3,11380640,증산동,656,11,13,46
2020,3,11380650,수색동,407,15,10,22
2020,3,11380690,진관동,1986,62,38,288
2020,3,11410520,천연동,637,19,16,51
2020,3,11410555,북아현동,693,14,14,63
2020,3,11410565,충현동,1211,43,28,109
2020,3,11410585,신촌동,3849,138,148,529
2020,3,11410615,연희동,1935,61,46,135
2020,3,11410620,홍제1동,786,19,19,89
2020,3,11410640,홍제3동,837,37,25,69
2020,3,11410655,홍제2동,443,20,8,46
2020,3,11410660,홍은1동,686,25,20,52
2020,3,11410685,홍은2동,879,25,22,97
2020,3,11410690,남가좌1동,594,21,18,46
2020,3,11410700,남가좌2동,1175,43,24,131
2020,3,11410710,북가좌1동,459,19,16,55
2020,3,11410720,북가좌2동,1130,35,39,114
2020,3,11440555,아현동,1300,51,32,114
2020,3,11440565,공덕동,1900,54,51,139
2020,3,11440585,도화동,1505,35,20,147
2020,3,11440590,용강동,1705,47,31,141
2020,3,11440600,대흥동,1334,56,57,143
2020,3,11440610,염리동,668,27,21,68
2020,3,11440630,신수동,995,32,23,64
2020,3,11440655,서강동,1643,57,52,134
2020,3,11440660,서교동,7896,270,291,740
2020,3,11440680,합정동,1897,70,62,139
2020,3,11440690,망원1동,1485,69,50,91
2020,3,11440700,망원2동,1138,46,30,85
2020,3,11440710,연남동,1914,108,86,82
2020,3,11440720,성산1동,1115,36,28,81
